document_id,After Lemmatization,sentiment
358,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
359,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
360,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
361,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
362,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
363,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
364,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
365,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
366,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
367,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
